comparison.primary;comparison.secondary
ярыжный;0;0.465116279069767
александрийский;0;0.930232558139535
алексеюшка;0;0.930232558139535
алмаз;5.26315789473684;0.775193798449612
альняной;0;0.62015503875969
афимья;0;0.310077519379845
балда;0;0.930232558139535
барыш;0;1.24031007751938
басенький;0;1.24031007751938
басня;0;1.55038759689922
башмачка;0;1.24031007751938
башня;10.5263157894737;0.930232558139535
баю;0;0.62015503875969
бедныих;0;0.62015503875969
безвремянный;0;0.465116279069767
бездельник;0;0.930232558139535
белехонький;0;1.55038759689922
белилец;0;1.55038759689922
белилица;0;1.08527131782946
белильце;0;1.55038759689922
белисить;0;0.930232558139535
белокурый;0;0.930232558139535
бельмо;0;1.24031007751938
бес;0;0.930232558139535
беседовать;0;0.930232558139535
бесполезный;21.0526315789474;0.310077519379845
блаженство;18.4210526315789;0.310077519379845
близенек;0;0.775193798449612
бодриться;0;1.24031007751938
болесть;0;1.24031007751938
больная;0;1.24031007751938
борисов;0;0.775193798449612
бороновать;0;1.55038759689922
боры;0;1.24031007751938
ботник;0;0.775193798449612
братик;0;0.62015503875969
братцевый;0;1.24031007751938
бредить;0;0.930232558139535
брести;0;1.55038759689922
брошен;0;0.62015503875969
брячить;0;1.24031007751938
бурмистр;0;1.24031007751938
бусурманский;10.5263157894737;0.930232558139535
бутырский;0;0.930232558139535
быстрехонький;0;0.930232558139535
быстрокрылый;23.6842105263158;0
варенька;0;0.62015503875969
варитя;0;1.24031007751938
ввечеру;0;1.24031007751938
вдвоем;7.89473684210526;0.930232558139535
вдовец;0;0.930232558139535
ведра;0;0.930232558139535
веерок;0;0.310077519379845
веник;0;1.24031007751938
венчальный;15.7894736842105;0.310077519379845
веретенце;15.7894736842105;0.62015503875969
веряжский;0;0.310077519379845
веселехонький;5.26315789473684;1.24031007751938
весельице;0;1.08527131782946
вестись;0;0.930232558139535
взбуживать;0;0.62015503875969
взвеличать;0;1.55038759689922
взволноваться;10.5263157894737;0.930232558139535
вздрагивать;0;1.55038759689922
видатисить;0;1.55038759689922
вилый;0;1.55038759689922
вишенка;0;0.62015503875969
вишневка;0;0.930232558139535
владислав;21.0526315789474;0
вожжа;5.26315789473684;1.24031007751938
возвиться;0;1.24031007751938
воздыхание;7.89473684210526;0.62015503875969
возлюбленная;0;1.55038759689922
возмущаться;0;1.24031007751938
возрыданьице;0;1.55038759689922
войский;0;1.08527131782946
войско;0;1.3953488372093
волновой;0;0.62015503875969
волынский;0;0.930232558139535
воркуночка;0;0.62015503875969
вороночка;5.26315789473684;0.62015503875969
воротечки;0;1.24031007751938
воротички;0;1.24031007751938
воротник;0;1.24031007751938
ворочуся;0;0.930232558139535
восплакаться;0;1.55038759689922
врата;0;1.24031007751938
вскоре;0;1.55038759689922
вспеть;0;0.930232558139535
вспой;0;0.930232558139535
вспросить;0;0.930232558139535
встрепенулася;0;1.55038759689922
встрепенулось;0;1.24031007751938
втапор;0;1.24031007751938
вторых;0;1.55038759689922
втрое;0;1.24031007751938
выдевать;0;1.08527131782946
выигрывать;0;0.775193798449612
выкашивать;0;1.24031007751938
выкладать;0;1.24031007751938
выпрыгнуть;0;0.62015503875969
выростешить;0;0.62015503875969
выручати;0;0.930232558139535
высыпать;0;1.55038759689922
вытачивать;0;1.08527131782946
вязаный;0;1.08527131782946
галица;0;0.930232558139535
галушка;0;1.24031007751938
гасить;5.26315789473684;0.930232558139535
гвардия;0;1.24031007751938
глазочек;0;1.55038759689922
глазушки;0;1.55038759689922
глупешенек;0;1.08527131782946
глупешенька;0;1.55038759689922
гнида;0;0.775193798449612
говорливый;0;1.3953488372093
голидьба;0;0.310077519379845
гонец;0;0.930232558139535
горделивый;0;1.08527131782946
горсть;0;1.24031007751938
горючоя;0;1.55038759689922
гостевать;0;0.62015503875969
гостьюшка;0;1.24031007751938
гостюшка;0;1.24031007751938
государский;0;0.930232558139535
готовить;5.26315789473684;1.24031007751938
грезиться;10.5263157894737;0.62015503875969
гречишный;0;0.930232558139535
грешный;0;0.62015503875969
гризет;0;0.775193798449612
гриша;0;1.24031007751938
грушенька;0;0.930232558139535
гурковать;0;0.930232558139535
гусарский;0;0.930232558139535
гуселышка;0;0.62015503875969
гусыня;0;0.930232558139535
давить;10.5263157894737;0.930232558139535
давиться;0;1.55038759689922
давний;23.6842105263158;0
далина;0;0.930232558139535
дальность;0;0.930232558139535
дарюшка;0;0.62015503875969
дать;0;1.3953488372093
даша;0;1.24031007751938
дворовый;0;1.24031007751938
дед;0;0.930232558139535
денной;5.26315789473684;1.24031007751938
деньга;5.26315789473684;0.930232558139535
держаться;0;1.24031007751938
десят;0;1.08527131782946
детище;5.26315789473684;0.62015503875969
дивовалася;0;1.24031007751938
длина;0;1.55038759689922
дмитровка;0;1.55038759689922
довозить;0;0.930232558139535
догонять;0;1.24031007751938
должно;10.5263157894737;0.62015503875969
доложуся;0;1.3953488372093
долушка;0;0.310077519379845
домнина;0;0.465116279069767
донец;5.26315789473684;0.775193798449612
дорожечку;0;1.08527131782946
досаждать;5.26315789473684;1.24031007751938
досматривать;0;1.08527131782946
доставалисить;0;0.62015503875969
драгай;0;1.24031007751938
драгой;0;0.62015503875969
драповый;0;1.55038759689922
древочка;0;0.930232558139535
дремушка;0;0.310077519379845
дровец;0;1.24031007751938
дрянь;0;1.24031007751938
дубово;0;1.24031007751938
дубравный;10.5263157894737;0.465116279069767
дыбы;0;0.310077519379845
егорович;0;0.930232558139535
единешенек;0;1.3953488372093
елина;0;1.08527131782946
елка;0;0.930232558139535
еловенькая;0;0.930232558139535
еловенький;0;1.3953488372093
ермолай;0;0.62015503875969
жалобненько;0;1.55038759689922
жалование;0;1.55038759689922
желтыим;0;0.62015503875969
жемчужинка;0;1.24031007751938
женский;0;1.3953488372093
жертва;18.4210526315789;0
животворящий;0;1.55038759689922
жидовин;0;0.62015503875969
жидовочка;0;0.310077519379845
жилет;0;1.24031007751938
жилеточка;0;1.24031007751938
забелеть;0;0.465116279069767
забрехать;0;1.55038759689922
завернися;0;0.465116279069767
заводити;0;0.930232558139535
заган;0;1.55038759689922
заехать;0;1.24031007751938
заигрываться;0;1.3953488372093
заиндеветь;0;0.930232558139535
закивать;0;1.24031007751938
закинуть;5.26315789473684;0.930232558139535
закуковать;0;0.930232558139535
заламливать;0;0.930232558139535
залет;0;0.62015503875969
заливалася;0;1.55038759689922
залог;7.89473684210526;0.62015503875969
замарываться;0;1.08527131782946
замачивать;0;1.3953488372093
заменушка;0;0.775193798449612
заморгать;0;1.24031007751938
замужество;0;1.55038759689922
замужий;0;0.930232558139535
замужьице;0;0.930232558139535
занапрасно;0;1.24031007751938
занемогать;0;1.3953488372093
запахивать;21.0526315789474;0.310077519379845
записываться;0;1.55038759689922
заплата;0;1.3953488372093
запрашивать;0;1.24031007751938
запустеть;0;1.24031007751938
запылиться;0;1.55038759689922
зарождать;0;1.55038759689922
заростаять;0;1.08527131782946
заслон;0;0.775193798449612
застучать;10.5263157894737;0.930232558139535
затмевать;5.26315789473684;0.930232558139535
заулок;0;0.310077519379845
захлебывать;0;1.08527131782946
зашипеть;0;1.08527131782946
защипать;0;1.24031007751938
здес;0;0.930232558139535
здороваться;0;1.24031007751938
здоровешенький;0;0.465116279069767
здравие;0;1.55038759689922
зеленешенек;0;1.55038759689922
зеленова;0;1.24031007751938
земь;0;1.55038759689922
златорогий;0;0.62015503875969
змей;0;1.3953488372093
знавать;15.7894736842105;0.62015503875969
золотить;0;0.930232558139535
золотмевать;0;0.775193798449612
иголочка;0;1.24031007751938
игривый;15.7894736842105;0.62015503875969
издали;15.7894736842105;0.62015503875969
издерживать;0;1.24031007751938
изменница;21.0526315789474;0
индричка;0;0.465116279069767
индюшка;0;0.310077519379845
иноходый;0;0.930232558139535
ину;0;1.24031007751938
иркутский;0;0.930232558139535
искорка;0;1.3953488372093
исполать;0;0.62015503875969
испужалисить;0;0.62015503875969
испужаться;0;1.3953488372093
ишли;0;1.55038759689922
кавказ;0;0.930232558139535
кадить;0;0.775193798449612
казаченек;0;0.930232558139535
казачок;0;1.24031007751938
калачный;0;0.62015503875969
калить;0;0.930232558139535
камение;0;0.930232558139535
камилавочка;0;0.775193798449612
камчатый;0;1.55038759689922
камышик;0;0.930232558139535
капель;0;0.930232558139535
капитанша;0;0.62015503875969
капот;0;1.55038759689922
капустушка;0;1.24031007751938
караульный;0;1.24031007751938
картина;0;1.55038759689922
