CONTROL_SOBOLEVSKY_1;CONTROL_SOBOLEVSKY_2;CONTROL_SOBOLEVSKY_3;KIREYEVSKY_1;KIREYEVSKY_2;KIREYEVSKY_3;PESENNIKI_1;PESENNIKI_2;PESENNIKI_3;RUSCORPORA_1;RUSCORPORA_2;RUSCORPORA_3;RUSSKIE_PESNI_1;RUSSKIE_PESNI_2;RUSSKIE_PESNI_3;SOBOLEVSKY_FULL_1;SOBOLEVSKY_FULL_2;SOBOLEVSKY_FULL_3
из;-0.262847560613173;-0.381128962889101;-0.144566158337245;-0.735973169716885;-0.499410365165029;-0.499410365165029;1.39309207124982;0.919966462146107;0.565122255318323;0.446840853042395;-0.262847560613173;-1.44566158337245;-1.32738018109653;-0.617691767440957;-1.32738018109653;1.98449908262946;1.15652926669796;1.03824786442203
ни;-0.532360651003324;-0.645095847686381;0.594991315827245;2.73696005280532;0.820461709193358;1.38413769260864;0.0313153324119607;0.0313153324119607;-0.194155060954153;-0.194155060954153;-1.54697742115083;-0.419625454320267;-0.419625454320267;0.369520922461131;0.369520922461131;-0.532360651003324;-0.30689025763721;-1.54697742115083
пойти;0.300973655581966;0.170430865209065;0.431516445954868;0.69260202670067;1.21477318819227;1.47585876893808;-0.221197505909638;0.300973655581966;-0.155926110723188;-1.5918968048251;-1.5918968048251;-1.39608261926575;-0.939182852960594;-0.678097272214792;-0.873911457774143;0.953687607446472;0.431516445954868;1.47585876893808
молодой;0.29922685932961;0.501204989377097;0.164574772631286;1.37644355291621;0.837835206122908;1.10713937951956;0.366552902678772;0.0972487292821234;-0.104729400765363;-1.45125026774861;-1.31659818105028;-1.45125026774861;-1.1146200510028;-1.18194609435196;-0.979967964304472;0.568531032726259;1.44376959626537;0.837835206122908
от;-0.399913707013433;-0.676777042638117;-0.0307625928471873;-0.953640378262801;-0.21533814993031;-0.584489264096555;-0.492201485554994;-0.953640378262801;-0.861352599721239;0.615251856943742;0.892115192568426;0.430676299860619;1.81499297798404;2.55329520631653;0.707539635485304;-0.123050371388749;-0.769064821179678;-0.953640378262801
они;-0.919824446922883;-0.854895662434209;-0.789966877945535;-0.789966877945535;-0.465322955502165;-0.595180524479513;-0.0757502485701198;-0.140679033058794;-0.140679033058794;1.67732693262408;2.1318284240448;2.26168599302215;0.313822458361925;-0.140679033058794;0.119036104895903;-0.725038093456861;-0.270536602036142;-0.595180524479513
твой;-1.31137537690652;-0.809146509155089;-1.11048382980595;-0.407363414953942;-0.708700735604803;0.195311226347781;-0.206471867853367;0.496648546998641;0.195311226347781;0.496648546998641;1.90288937670266;1.19976896185065;0.998877414750076;1.50110628250151;0.697540094099215;-1.21092960335624;-0.909592282705376;-1.01003805625566
кто;1.36903965834346;0.876185381339814;1.36903965834346;-0.848804588172945;-0.109523172667477;-1.4648724344275;-1.4648724344275;-0.725591018922033;-1.21844529592568;1.73868036609619;0.752971812088903;0.0136903965834347;0.0136903965834347;0.383331104336169;0.50654467358708;0.383331104336169;-0.972018157423856;-0.602377449671122
душа;-1.13034524963666;-1.42629018772335;-1.27831771868001;0.201406971753442;-0.612441607984955;-0.612441607984955;-0.316496669898265;-0.0945379663332481;-0.316496669898265;0.645324378883476;0.423365675318459;0.941269316970165;1.82910413123023;1.3851867241002;1.82910413123023;-0.612441607984955;-0.7604140770283;-0.0945379663332481
один;-2.04949941250675;-0.896655992971701;-1.12722467687871;0.256187426563343;1.8701682139124;-0.204949941250675;0.0256187426563338;-0.666087309064692;0.0256187426563338;0.486756110470352;0.717324794377361;1.8701682139124;0.486756110470352;0.486756110470352;0.256187426563343;-1.35779336078572;-0.204949941250675;0.0256187426563338
сам;0.609894307981125;1.27523355305144;1.49701330140822;-0.055444937089193;-0.277224685445966;0.942563930516285;1.16434367887306;-0.166334811267579;0.16633481126758;0.0554449370891933;-0.942563930516285;-1.27523355305144;-1.82968292394338;-1.49701330140822;-1.16434367887306;0.277224685445966;0.831674056337898;0.388114559624353
ко;0.9306758276605;1.11785085445256;0.369150747284333;-0.285961846487863;0.743500800868444;1.02426334105653;-0.00519930629977937;0.181975720492276;0.462738260680361;-1.59618703403226;-1.59618703403226;-1.78336206082431;-0.847486926864031;-0.660311900071975;-0.847486926864031;0.9306758276605;0.743500800868444;1.11785085445256
под;-0.869340568087011;0.638912947630213;-0.680808878622358;1.95863477388278;0.0733178792362539;1.95863477388278;-0.303745499693052;-0.303745499693052;-0.680808878622358;-1.62346732594562;-0.492277189157705;-0.115213810228399;-0.869340568087011;0.0733178792362539;-0.492277189157705;0.0733178792362539;-0.115213810228399;1.77010308441813
себя;1.51524455238642;0.873493918434523;0.392180942970602;-0.570445007957239;0.713056259946549;0.0713056259946549;0.231743284482628;1.51524455238642;0.231743284482628;-0.891320324933186;-0.570445007957239;-1.69350861737305;-0.249569690981292;-2.014383934349;-0.249569690981292;-0.730882666445213;0.0713056259946549;1.35480689389844
без;-0.687842598665989;0.0491316141904279;-0.614145177380347;-0.319355492237781;0.122829035476069;-0.614145177380347;-0.908934862522914;-1.20372454766548;-0.982632283808556;0.270223878047353;-0.245658070952139;0.122829035476069;1.81786972504583;2.1126594101884;2.03896198890275;-0.171960649666497;-0.393052913523422;-0.393052913523422
сказать;-1.37475556075905;-1.37475556075905;-0.69679391435733;1.67607184804871;0.828619790046554;0.320148555245259;0.659129378446122;1.84556225964914;1.33709102484785;-1.03577473755819;-0.69679391435733;-1.03577473755819;-0.0188322679556036;-0.188322679556035;-0.0188322679556036;-0.357813091156466;0.659129378446122;-0.527303502756898
ходить;0.592604791111721;0.338631309206698;0.169315654603349;1.01589392762009;0.423289136508372;0.931236100318419;0.677262618413395;0.76192044571507;0.931236100318419;-1.52384089143014;-1.77781437333516;-1.69315654603349;-1.10055175492177;-0.677262618413395;-0.677262618413395;-0.169315654603349;1.35452523682679;0.423289136508372
зеленый;0.515913160071036;0.515913160071036;1.30962571402648;0.9921406924443;0.9921406924443;1.15088320323539;0.277799393884404;0.19842813848886;0.039685627697772;-1.54773948021311;-1.54773948021311;-1.46836822481756;-0.833398181653211;-0.992140692444299;-0.992140692444299;-0.039685627697772;1.30962571402648;0.119056883093316
идти;-0.531456782681411;-0.87931940407288;-0.270559816637809;0.599096736840864;0.773028047536598;0.859993702884465;0.859993702884465;1.12089066892807;0.773028047536598;-0.966285059420747;-1.22718202546435;-0.531456782681411;-1.48807899150795;-1.22718202546435;-1.05325071476861;1.64268460101527;0.512131081492996;1.0339250135802
жить;-0.747634212767028;-0.592951272194539;-0.747634212767028;0.180463430667903;-0.283585391049562;0.335146371240392;-0.438268331622051;-0.438268331622051;-0.128902450477074;0.335146371240392;-1.52104891562947;-0.747634212767028;2.34602459868274;1.41792695524781;0.180463430667903;-0.128902450477074;1.88197577696528;-0.902317153339516
жена;0.801987898036958;1.22449859553935;0.872406347620691;1.29491704512309;0.37947720053456;0.661150998869492;-0.395125744886501;-0.747217992805165;-0.535962644053967;-1.16972869030756;-1.09931024072383;-1.2401471398913;-1.09931024072383;-1.0288917911401;-1.0288917911401;0.942824797204423;1.36533549470682;0.801987898036958
добрый;-0.279457131112026;0.391239983556836;-0.279457131112026;-0.0558914262224053;0.279457131112026;-0.0558914262224053;0.167674278667216;0.279457131112026;-0.726588540891268;-1.39728565556013;-1.62085136044975;-1.95619991778418;0.055891426222405;0.726588540891268;0.055891426222405;2.06798277022899;1.17371995067051;1.17371995067051
становиться;0.643728361411084;1.06253958449781;0.504124620382174;1.62095454861345;0.783332102439994;1.34174706655563;0.504124620382174;-0.891912789906924;-1.03151653093583;-0.891912789906924;-1.17112027196474;-1.58993149505147;0.0853133972954447;-0.473101566820194;-1.31072401299365;0.643728361411084;0.783332102439994;-0.612705307849104
нет;-0.67505066351819;-1.28873308489836;-1.16599660062233;-1.04326011634629;-0.306841210690086;-0.429577694966121;-0.552314179242156;-0.306841210690086;-0.429577694966121;0.797787147794225;1.04326011634629;0.67505066351819;1.53420605345043;1.65694253772647;1.7796790220025;0.184104726414052;-0.797787147794225;-0.67505066351819
поле;0.789245434537643;0.618083774035504;1.13156875554192;0.104598792529085;-0.0665628679730542;-0.751209509981613;-0.751209509981613;-0.237724528475194;-1.09353283098589;-0.580047849479473;-2.29166445450087;-0.580047849479473;1.13156875554192;-0.237724528475194;2.15853871855476;-0.0665628679730542;0.618083774035504;0.104598792529085
рука;0.952450847852302;-0.545578641002775;0.952450847852302;-0.21268319903498;-0.379130920018877;-1.54426496690616;0.286659963916712;-0.21268319903498;1.2853462898201;-0.712026361986672;0.786003126868404;1.95113717375569;-1.54426496690616;-1.04492180395447;-1.04492180395447;0.952450847852302;-0.21268319903498;0.286659963916712
говорить;1.21630297490442;1.65417204587001;1.80012840285854;0.77843390393883;-0.389216951969415;0.0486521189961768;0.340564832973238;0.0486521189961768;-0.097304237992354;-0.389216951969415;-0.973042379923538;-0.827086022935007;-1.70282416486619;-1.11899873691207;-1.11899873691207;0.6324775469503;-0.681129665946476;0.77843390393883
же;0.442150705662283;-0.454605655117558;-0.00622747472763783;1.11471797624716;-0.566700200215039;0.442150705662283;-1.3513620158974;-1.46345656099488;-1.68764565118984;-0.00622747472763783;1.78728524683205;-1.01507838060496;1.4510016115396;0.554245250759763;0.105867070369842;-0.118322019825118;1.11471797624716;-0.342511110020078
ль;0.389733775248411;-0.37556163796665;-0.630660109038337;-1.14085705118171;-0.248012402430807;-0.37556163796665;1.28257842399932;1.02747995292763;1.41012765953516;-0.885758580110024;-0.248012402430807;-1.01330781564587;1.66522613060685;1.537676895071;0.517283010784254;-0.885758580110024;-1.01330781564587;-1.01330781564587
знать;-1.4113765720901;-0.791747833123716;-1.20483365910131;-0.791747833123716;-0.791747833123716;-0.585204920134921;0.0344238188314656;1.68676712274183;0.447509644809057;1.06713838377544;-0.585204920134921;0.240966731820261;1.06713838377544;1.68676712274183;1.27368129676424;-0.998290746112511;-0.378662007146125;0.0344238188314656
где;-0.0995773183182364;0.226312087086902;-0.0995773183182364;-0.262522021020806;-0.751356129128513;-0.751356129128513;-1.07724553453365;-0.751356129128513;-0.914300831831082;0.878090897897178;2.50753792492287;0.55220149249204;1.36692500600489;1.04103560059975;0.226312087086902;0.0633673843843324;-0.588411426425944;-1.56607964264136
плакать;1.05735731928979;0.593151666918663;1.52156297166092;0.964516188815566;0.964516188815566;1.8000863630836;-0.892306420668946;-0.892306420668946;-0.985147551143171;-1.26367094256585;-1.35651207304007;-1.0779886816174;-0.520941898772043;-0.428100768297818;-0.428100768297818;0.314628275495987;0.221787145021761;0.407469405970212
свет;0.290893219997963;-0.661120954540825;-0.304115639088779;-0.542119182723476;-0.542119182723476;-0.780122726358173;0.052889676363266;-0.780122726358173;0.290893219997963;0.290893219997963;-0.185113867271431;0.052889676363266;2.07591979725819;2.43292511271024;1.1239056227194;-1.13712804181022;-0.542119182723476;-1.13712804181022
конь;-0.551783759620059;-0.551783759620059;-0.124596332817432;1.58415337439307;1.2637628042911;-0.231393189518089;-1.08576804312334;-0.765377473021371;-0.124596332817432;-1.192564899824;-1.40615861322531;-0.872174329722028;0.302591093985194;-0.231393189518089;-0.124596332817432;1.2637628042911;1.90454394449504;0.943372234189133
