;KIREEVSKY.n;PESENNIKI.n;RUSCORPORA.n;RUSSKIE_PESNI.n;SOBOLEVSKY.n
участь;-0.7898623023;-0.14951791;-0.8039166694;1.6423422574;0.1009546242
целовал;-0.0326735649;1.6853229531;-0.9501351883;-0.4187071007;-0.2838070992
бранят;0.5611201322;-0.1791430829;-1.0308838627;-0.7663697661;1.4152765795
волга;0.3644439681;-0.6303911158;-1.0349083119;1.5315179516;-0.230662492
высока;1.0295623973;0.3934487082;-1.4096607858;-0.6383264631;0.6249761434
купца;1.5853431242;-0.4141675875;-1.0234985335;-0.4320974102;0.284420407
нож;-0.6000413352;1.1192724017;-0.6927629668;1.0594433115;-0.8859114112
покою;-0.6734080928;1.6242029995;-0.0711179125;0.0683507355;-0.9480277298
видела;0.5912743732;1.3649372206;-0.9986329809;-0.8859715562;-0.0716070566
девушкой;1.0881389158;0.1897542109;-1.3681050142;-0.627265463;0.7174773505
кручина;-0.0461450265;-0.5900586174;-1.0527411824;1.591188609;0.0977562172
самому;1.4222055549;-0.1163797942;-0.9108552123;-0.9241657468;0.5291951984
старости;-1.0544840266;1.3405285555;-0.1244064695;0.6480520936;-0.809690153
красную;0.3971069562;-0.6638831864;-1.1412536093;1.448270039;-0.0402401995
лоб;-0.8586712193;1.2196732282;0.906530189;-0.3599367417;-0.9075954561
румянец;-0.7166003428;1.5226944786;-0.6616814872;0.5276418133;-0.6720544619
рученьку;1.2635289288;-0.531664871;-1.2562318856;-0.1879425969;0.7123104246
синем;1.4676259596;-0.3290300304;-0.9531295953;-0.729976596;0.5445102622
лук;-0.4684274486;1.7761592124;-0.4734782581;-0.5809300814;-0.2533234242
ногу;0.34633226;1.4784751433;-0.9769893034;-0.8599476675;0.0121295676
платья;1.7522873416;-0.3209988921;-0.7858748954;-0.3395902676;-0.3058232865
щеки;-0.776709744;1.682794982;-0.4802312383;0.1360895938;-0.5619435935
бей;1.113028746;0.6235471523;-1.1403627036;-0.9667596378;0.3705464431
гляди;-0.9517262468;1.4520490422;-0.6152552578;0.6054748818;-0.4905424195
дону;0.3507785566;-0.2053062585;-1.032379624;-0.6464302194;1.5333375453
кусты;0.3806957216;1.4557354958;-0.9282799334;0.0264615168;-0.9346128007
письма;1.5091888079;-0.2625235665;-0.929442503;-0.7665801266;0.4493573881
сидишь;-0.3125121714;1.6211254002;-1.0345020165;0.1514974037;-0.425608616
старым;-0.1892904451;1.5228232534;-1.2256934785;-0.3156822505;0.2078429206
дружочек;-0.0236802632;1.4670312524;-1.2468557577;0.2714171519;-0.4679123834
месяца;-0.4558752718;-0.1120554431;-0.787086782;1.7363003954;-0.3812828986
слыхал;-1.2975911814;1.2412085236;0.7365045525;-0.3089428232;-0.3711790715
увидеть;-0.771481108;1.647842533;0.1965827479;-0.3425874423;-0.7303567306
боярин;-0.4261516742;1.5856715713;-0.7948871035;-0.7326419251;0.3680091315
вянет;0.8310832811;-0.5491338218;-1.0628012861;1.2773704619;-0.4965186351
крылечко;-0.1395035593;1.5191871163;-1.2018233272;-0.4148233659;0.2369631361
подруженьки;-0.3851517992;-0.2917966737;-0.7981258913;1.7478801101;-0.2728057458
сизой;1.6562203588;-0.3737957734;-0.8401872805;-0.6170411574;0.1748038525
синее;0.87653025;-0.4645886194;-1.2980128133;1.1280369788;-0.241965796
спрошу;1.0159808397;-0.2825966458;-1.0826909194;-0.73493304;1.0842397655
станут;-1.15453374;1.0770110978;-0.4985753378;1.027162354;-0.451064374
черную;1.2504220285;-0.2240241725;-1.0385387555;-0.8025151899;0.8146560894
венки;1.6833502086;-0.1628758455;-0.7683997664;-0.7411107388;-0.0109638579
ночка;0.257611931;1.0820782776;-1.6217058407;0.3567002497;-0.0746846176
разума;-0.5078508527;0.9734915316;-1.4576948025;0.1981664232;0.7938877004
дороженьку;1.2854461649;-0.4190389105;-1.1874407056;-0.4355067139;0.7565401651
живешь;-0.7148236597;0.2601857089;-1.1675627671;0.2018548694;1.4203458484
косой;1.0511404857;1.0924305732;-0.9850800412;-0.4056573245;-0.7528336931
легким;-0.8951858087;1.4530216042;-0.3766086788;0.5909709393;-0.772198056
лежу;-0.5464279965;1.5633553047;-0.985560149;-0.3935167962;0.362149637
лентой;-0.029267052;0.3854334553;-1.6875436344;0.9070372301;0.424340001
пили;0.1225944685;1.4961500133;-0.8964807871;-0.945081978;0.2228182832
православный;-0.5341982583;1.3180869101;-0.8433631723;-0.7653253375;0.8247998579
сердечного;-0.6998253015;1.5376713521;-0.9191331614;0.4264555529;-0.345168442
хмелю;-0.4076320319;1.4152570737;-0.9515241338;-0.707723798;0.6516228899
веселая;1.3106386359;-0.2026199896;-1.0385753587;-0.7963388524;0.7268955649
дорогого;-0.9193889638;-0.0748529639;-0.8884564944;0.3993670387;1.4833313834
издалека;-1.078802358;0.843449224;0.5360437302;0.7962878359;-1.0969784322
лить;-0.5186818772;-0.2547157725;-0.4088599211;1.7743565886;-0.5920990178
подарил;-0.3464072952;1.3924572695;-1.3563163007;0.318439982;-0.0081736556
поднять;-0.5055970356;1.5970508712;-0.6869630067;-0.7679642335;0.3634734047
придут;-0.714483535;1.2414090023;0.8205152642;-0.2451334983;-1.1023072332
пташки;-0.2059501568;1.3339124488;-1.2041237937;0.6403463543;-0.5641848526
серебром;-0.5067933809;-0.0670681156;-1.3575114108;1.0896309022;0.8417420052
беседу;-0.1693269261;1.2461015173;-1.0164434051;-0.8619054198;0.8015742337
гуляти;-0.305584889;1.6639186885;-0.8292816255;-0.6584400101;0.1293878361
дороженьки;0.4745838274;1.2441980534;-1.3004259144;-0.6825293213;0.264173355
й;1.6086835488;-0.3139957697;-0.8933802964;-0.6669646326;0.2656571499
лента;-0.1524502251;1.4412309377;-1.3718870274;-0.0423663493;0.125472664
малым;0.9300627747;-0.2238869485;-1.1075282455;-0.742111458;1.1434638773
разных;-0.9312869142;1.5767307789;-0.0461005821;0.1824555646;-0.7817988472
стучит;1.6148770281;-0.0090367818;-1.0846246234;-0.0607990474;-0.4604165754
ахти;-0.5639096013;-0.0836571103;-0.7163946838;1.7382928586;-0.3743314631
выду;1.3077511922;0.2990626709;-1.3717584395;0.2639179566;-0.4989733801
голубя;0.8885663412;0.4282005958;-1.4667413678;-0.5824767388;0.7324511695
невозможно;0.5801797655;1.4041724366;-0.6966594647;-0.209519012;-1.0781737253
разлуке;-0.3075369131;-0.2989998263;-0.5181776885;1.7696311601;-0.6449167321
рвет;-1.1189377932;0.142863608;-0.3696034563;1.5908631483;-0.2451855069
алые;-0.3467146983;1.6638758601;-0.9950931023;0.0250195116;-0.3470875712
аннушка;-0.6384085336;1.6008843154;-0.9890164957;-0.1465703758;0.1731110896
обычай;-0.1405551747;1.7095393034;-0.8329019865;-0.1523034597;-0.5837786824
пташечки;0.1975377775;0.6096006556;-1.6419774991;0.9393379302;-0.1044988642
снял;0.9550951439;1.2183643386;-0.7176250611;-0.847643868;-0.6081905534
старые;1.6579213082;0.0396764269;-0.7598686922;-0.809932263;-0.1277967799
чужим;-0.7636279809;0.7884305215;-0.7000770373;1.3567407609;-0.6814662641
платочек;-0.1512311806;1.5509550226;-0.968021077;-0.7361489915;0.3044462265
плывут;-0.5266507645;1.4756820942;-0.929061665;0.5738158006;-0.5937854652
поешь;-0.8188656456;0.1869823946;-0.2079452243;1.623782895;-0.7839544197
словечко;0.5527791657;1.3511951226;-1.2026602385;-0.6476373165;-0.0536767334
сторонушке;0.1310396039;-0.5585135391;-1.3939019212;1.0967305007;0.7246453558
тонкий;-1.2146686307;1.4639092607;0.1961771706;-0.57189782;0.1264800193
видят;-1.418536847;0.9362864389;0.1629962962;0.8785121412;-0.5592580293
воротись;0.975821769;-0.4388265797;-1.4816482692;0.1454192185;0.7992338615
высокие;-1.0194785375;1.4427048133;-0.8176217177;-0.0606657873;0.4550612291
глазки;-0.9000097907;0.0443687721;-0.3147041419;1.6815578215;-0.511212661
задумал;-0.0066866087;0.7218691129;-1.7109957;0.6645379684;0.3312752273
любушка;0.0620751713;1.5219641658;-1.0158578224;-0.7772385642;0.2090570495
разумом;-0.1448549055;1.6831978212;-0.8038306652;-0.7063462974;-0.028165953
речки;1.5816557058;-0.2099383389;-0.9276134869;-0.7196512834;0.2755474033
следа;-0.9263102992;1.0624573126;-0.0988921363;0.9820373582;-1.0192922353
травушка;1.4904652457;0.1086811751;-1.1951681473;-0.5602318132;0.1562535397
хороший;0.7496280498;-0.1559534953;-1.1316174975;-0.7281460814;1.2660890244
черным;-0.6320194427;-0.1914921982;-0.8783368649;1.6707603174;0.0310881884
быстрою;1.5063652004;-0.4941972307;-1.1512256503;0.3448867557;-0.205829075
вечеру;1.1537894614;-0.304970753;-1.3385980421;-0.331294376;0.8210737097
возговорит;-0.0432817146;1.4614034164;-1.0440042305;-0.7797222039;0.4056047326
грозен;-0.1360536028;0.8887158458;-1.5833693744;0.8274080633;0.0032990682
холодна;1.022005632;0.5377440126;-1.0447160337;-1.1067147988;0.5916811879
высокого;0.7898673078;1.0434746716;-1.1496965408;-0.9467121997;0.2630667611
грамотку;0.1447771509;1.3500596951;-1.463723536;-0.0974339642;0.0663206541
дочку;0.6794151119;-0.1063742222;-1.1427937889;-0.7297152918;1.299468191
змеи;0.5790309892;1.3038129496;0.056828221;-0.7693349388;-1.1703372211
лесам;-0.7346538781;1.1165811925;-0.8794030335;1.0600452548;-0.5625695356
молодка;0.5922172895;0.4442224715;-1.6819723962;-0.1325125775;0.7780452127
птички;-0.5264560024;1.7798297183;-0.4573027365;-0.2774951299;-0.5185758494
садике;1.0099176933;0.8158985895;-1.2086987733;-0.8843217309;0.2672042214
сплю;-0.2218595542;1.6657039724;-1.0088565662;-0.3961133927;-0.0388744593
хвалить;-1.2174065545;1.378009595;0.559346039;-0.2067108663;-0.5132382132
боюся;1.6428875462;-0.2926478954;-1.0562957513;-0.3147746577;0.0208307582
молвить;-0.7007555482;1.6786380899;-0.3324387725;0.1087300002;-0.7541737694
гуляю;1.0768389263;0.5033402858;-1.2407385456;-0.8732913538;0.5338506872
похаживает;0.5712373058;0.5981971207;-1.2876715745;-0.849385705;0.967622853
сапожки;-0.4564444526;1.4872797448;-0.9191614557;-0.6593947522;0.5477209156
сели;-0.6081192179;0.3225167265;-1.3049238136;0.2668405682;1.3236857368
году;1.3843837625;0.266407546;-1.0315222238;-0.9247456785;0.305476594
дорогие;1.033521025;1.0697803872;-0.9779795166;-0.8771331999;-0.2481886957
звери;-0.6832544815;1.7638347221;-0.2130859438;-0.4473778082;-0.4201164886
поскорее;0.0219415263;1.1402720021;-1.6105218669;0.2742912998;0.1740170386
посмотрю;-0.3966999105;-0.1629127918;-1.2889738605;0.452065132;1.3965214308
прекрасного;-1.002981865;0.9990606507;0.1161120511;0.9379191173;-1.050109954
просил;-1.1008994728;1.100108808;-0.6552839829;1.0111064607;-0.3550318129
родимого;0.9179469978;-0.1051550422;-1.1662740893;-0.7516030681;1.1050852018
другому;0.2051768582;0.9410466542;-0.5930541314;0.8564692064;-1.4096385874
лесок;-0.299695981;1.3805147635;-1.3727038934;0.342725264;-0.0508401531
машет;-0.4802565206;1.7114780806;-0.8377238494;-0.371384164;-0.0221135467
никакой;1.3389191016;0.6484141135;-1.2137888475;-0.4715836393;-0.3019607284
окошка;-0.0423316538;1.4691119209;-1.0366972009;-0.7820230956;0.3919400294
пух;1.1107447932;0.5437638802;-1.104687311;0.4663993168;-1.0162206793
удалые;-0.9205268089;0.4445049218;-1.1398006469;0.3893070249;1.2265155091
чужбине;-0.2635834572;-0.2553005941;-0.4807079377;1.7517291345;-0.7521371455
отдают;0.1803874613;1.5727636231;-0.9615197889;-0.75359672;-0.0380345755
погубил;0.9355872359;-0.1533986408;-1.4915474785;0.9136233063;-0.2042644229
пьяна;-0.2879307419;1.4907072449;-0.9855765369;-0.7001820886;0.4829821224
сыра;-0.5305381364;-0.0721707434;-0.9321364686;1.6802663497;-0.1454210012
такова;-0.1720945698;1.7006123859;-0.9559170247;-0.269157163;-0.3034436285
тюрьме;1.4746600432;0.06974454;-1.029409353;-0.8179526965;0.3029574663
чару;0.0122648575;1.2503173453;-1.1561904988;-0.7928309115;0.6864392075
береза;0.5783228965;0.8232597303;-1.5430241428;-0.475566569;0.617008085
видала;0.4370468887;0.0349694092;-1.4238236551;1.2906198053;-0.3388124481
долину;0.599730965;1.3455807496;-0.6490221645;-0.1150771683;-1.1812123819
дубу;-0.5874359705;0.9215485699;-0.9726078234;-0.5906598449;1.2291550689
кудрями;-0.285374841;1.6162969469;-1.1116546895;0.0425670323;-0.2618344487
некому;0.0918678743;-0.3497285743;-1.5102533677;0.996465452;0.7716486158
песку;1.1108517776;-0.3004826504;-1.5371433363;0.5196056905;0.2071685186
плечам;1.2626465128;0.4203124404;-1.0974228708;-0.9459517929;0.3604157105
ручьи;0.2063225659;0.9665278338;-0.7567580199;0.8791533802;-1.29524576
чистого;-1.0797822491;1.5767947407;-0.5809886324;0.0999313749;-0.0159552341
брать;1.3878359144;0.5082213146;-0.9858446386;-0.9185118619;0.0082992715
волге;-0.0148150487;1.6890108257;-0.8995097124;-0.5248857034;-0.2498003612
дорогою;-0.7566077786;0.0261171332;-0.4832210097;1.7151906212;-0.5014789662
золотое;-0.7034003859;-0.1736474296;-0.6123693081;1.7424301196;-0.253012996
казны;0.0954742537;-0.1783517962;-1.5862698347;0.6767813699;0.9923660073
крутому;0.1401410174;1.2586731172;-1.1788349208;-0.8107946017;0.590815388
молвит;0.0559827604;0.0942778413;-1.4491837411;1.3720414762;-0.0731183368
несчастная;-1.0568880636;0.803913155;-0.7733739492;1.2587976602;-0.2324488024
повесил;0.291393423;-0.0727123875;-1.6299154573;1.0643560346;0.3468783872
пойдешь;-0.7582141589;0.761230554;-1.0976091903;1.2690396708;-0.1744468756
речью;-0.6303705872;-0.1602236006;-0.3755391568;1.7569487306;-0.590815386
сладкого;-0.3067078238;0.1771948171;-1.3310243773;1.4501025929;0.0104347912
удалая;-0.5695649214;0.3976969622;-1.3854882645;0.3398296231;1.2175266005
хозяюшка;0.9774875284;-0.1783512637;-1.1736062311;-0.6974241306;1.0718940969
авось;0.7660443296;1.2885803497;-0.8951884963;-0.2060683942;-0.9533677887
детушек;-0.0939649542;-0.0760506034;-1.2671024268;-0.1021676014;1.5392855857
жалобно;0.0031793385;-0.3947574607;-0.7923227005;1.7134606873;-0.5295598647
красавицу;0.4966514802;-0.2916716412;-0.9863523134;1.4838702571;-0.7024977827
любимая;0.4168889797;0.452770511;-1.2144569636;-0.8490840284;1.1938815013
младости;-0.6811492054;0.5168832524;0.0078475292;1.3542524161;-1.1978339923
побывал;0.344847839;1.4246512456;-1.08931486;-0.8056652229;0.1254809984
поднебесью;-0.39514677;-0.3882980048;-0.7750843636;1.7482386094;-0.189709471
пожить;0.9828131668;0.8284244442;-1.2177645045;-0.8835651769;0.2900920703
рода;-0.9388646934;1.3638370831;0.5778223345;-0.0421565654;-0.9606381588
целовала;-0.6108137148;1.4254085901;-1.069161605;-0.33076047;0.5853271998
быстру;1.4042719981;-0.244720514;-1.0778632257;-0.6744869332;0.5927986749
душенька;0.2678075145;0.9680255955;-1.5302839056;-0.4032680691;0.6977188647
иная;-1.3131185567;1.1472547455;-0.3302566403;-0.3550106678;0.8511311192
охотою;0.9133198687;1.0712183802;-1.1397587478;-0.8481019735;0.0033224725
песком;1.2699926538;-0.2421469266;-1.3712479594;-0.269433791;0.6128360233
светлице;-0.5909645293;-0.2644057522;-1.0005785592;1.582733926;0.2732149146
славном;1.2619963325;-0.060061209;-1.1552123414;-0.7541660315;0.7074432494
сторонку;0.9771694332;-0.2476209265;-1.412323881;-0.2734594179;0.9562347921
терпеть;-0.0623018816;-0.0459472154;-0.5036119837;1.6388212537;-1.0269601731
быстрые;0.0844676273;1.0049990377;-1.0410984541;0.9499273925;-0.9982956034
верна;0.1494320188;1.5639852596;-0.0604123818;-0.5421101757;-1.110894721
вину;-0.9788191733;0.9955220447;-0.6714023104;-0.5050420585;1.1597414976
головушки;0.4345028739;-0.1726061547;-1.3991234353;-0.1985977208;1.3358244368
забыли;-0.5813331391;1.3986422698;0.4934872001;-0.1062040033;-1.2045923275
страдаю;-0.3530258088;0.7964112762;-0.9427482848;1.3050595204;-0.805696703
шелковый;-1.0420610586;1.2372172423;-0.9099310484;-0.0298955257;0.7446703904
детина;-0.3804924655;1.7508166376;-0.6800042197;-0.5563352923;-0.1339846601
едут;1.5410900524;0.2480096726;-0.978551786;-0.7777488507;-0.0327990882
милою;-0.5030016048;1.4209939825;-0.6379221515;0.6604650899;-0.9405353161
молоденький;0.1822578883;0.0072502326;-1.1322279743;-0.5870419227;1.5297617761
напишу;0.9658622719;0.8142836441;-1.242872302;-0.8665453248;0.3292717108
чернобровый;-0.3593454551;1.3399245688;-1.3662919813;-0.0663076141;0.4520204817
белою;0.6178571335;-0.3431464218;-1.5135876921;1.0896231921;0.1492537883
дубовый;-0.4788927102;0.3242506367;-0.9509870975;-0.4839927508;1.5896219218
зелено;0.5669116683;-0.1352362131;-1.4743681173;-0.1652965848;1.2079892469
копытом;1.5277534189;0.1486611494;-1.0433944148;0.1047025723;-0.7377227258
мак;-0.9282237585;0.0924321135;-1.0985814282;0.8058232645;1.1285498086
ноченьку;-0.5149653019;-0.0915657742;-1.2601185326;0.488163401;1.3784862076
стать;-0.2409815555;1.4929235763;0.2581994908;-0.2519920265;-1.2581494851
сторонке;0.8703243491;-0.3524285161;-1.5560689818;0.2379484867;0.8002246621
целует;-0.4213612507;1.1013347169;-1.128414983;1.0102380187;-0.5617965019
бабушка;-0.4171157202;1.7814343916;-0.5955332181;-0.4185294673;-0.3502559859
злодейка;-0.3834255097;0.1912594379;-0.8685237054;1.6482759861;-0.5875862089
золот;0.8026772902;-0.2115418021;-1.4402605096;-0.2372917962;1.0864168177
иным;-0.6034928616;1.1177982928;-0.8352619507;1.0652307874;-0.7442742679
прежнюю;1.4926137174;-0.2413297916;-1.1558801386;0.3843018022;-0.4797055893
рвала;-0.0384249599;1.4111508723;-1.1038575327;-0.7478386986;0.478970319
когтях;1.5112399679;0.1308477714;-1.0601887822;-0.7413543898;0.1594554327
любимой;-0.405968496;1.7717778821;-0.288926813;-0.4106211485;-0.6662614246
молодецкая;-0.4878187496;1.0835548733;-1.1139852244;1.0378053446;-0.5195562439
напасти;0.3816736785;1.4956055966;-1.1035695293;-0.1629017401;-0.6108080057
огороде;0.5777571511;1.0183775189;-1.2777882965;-0.8468099971;0.5284636235
печальна;-1.2136535632;1.0312494305;-0.0841346214;0.976171967;-0.709633213
покажи;-0.2585999805;0.3426193041;-1.069725206;-0.5525221119;1.5382279942
потеряла;-0.0341480078;1.536992567;-1.2285768678;0.0743788719;-0.3486465633
ау;-0.3167672268;1.5907230722;-1.0649535334;-0.4310678567;0.2220655447
горький;-1.0384383413;1.4805067097;-0.5243255565;-0.4339741748;0.5162313629
дуба;-0.5684095468;1.5986951014;-0.8166751828;-0.5711926913;0.3575823195
зеленою;0.5131817608;0.9276891213;-1.3078881409;-0.8269595753;0.6939768341
искала;0.0620139424;1.6841076805;-0.7424520892;-0.7309899765;-0.2726795572
кукушечка;1.4739178832;0.328393886;-1.2165885419;-0.4773880337;-0.1083351937
молодцов;-0.0354838986;1.6316952426;-0.9275338543;-0.6896046206;0.0209271308
перестань;-0.2509559954;1.4906469708;-1.1154973101;0.4190197929;-0.5432134583
боярыня;1.0352563434;-0.0927188405;-1.2282008949;-0.684926812;0.970590204
добрая;-0.9955802582;1.2968221071;-0.675617641;-0.4454789035;0.8198546955
дубов;-1.0040252129;1.5027596515;0.3222296461;-0.0278439349;-0.7931201498
здоров;-1.2986038271;1.0380898582;-0.2743058617;0.9807603604;-0.4459405299
сабля;-0.7688382343;0.4650494065;-1.2832948566;0.4151545937;1.1719290906
сестре;1.3672324573;0.0327679918;-1.4577213353;-0.0097680737;0.0674889598
солнцу;-0.7449742683;0.136170777;-0.3016277086;1.6637372381;-0.7533060381
солнышка;-0.75300774;1.0904966078;-0.9998512214;1.0469786633;-0.3846163097
цветики;0.5519200678;-0.4876114034;-1.3430853645;1.285958585;-0.0071818849
чернеет;-0.9179352947;1.454059182;0.3984835823;0.0057564957;-0.9403639654
взгляды;-0.7904317127;1.3805139245;0.4706745678;0.0549685116;-1.1157252913
взглянет;-0.6897182449;0.8512263607;-0.717632928;1.3100672517;-0.7539424396
пропала;-0.6548381431;1.6885922978;-0.7478095728;0.101712965;-0.3876575469
темну;-0.0576921656;1.41293659;-1.2571861126;0.4064690157;-0.5045273275
алы;0.4023036739;1.332932193;-1.3433643711;-0.4959641254;0.1040926296
городов;0.2170387661;1.6065450971;-0.3403533977;-0.4622585765;-1.0209718889
золотую;-0.9807434215;1.3575902733;-0.692089126;-0.4196200547;0.7348623289
иному;1.7102162068;0.0154033324;-0.7782309197;-0.5749546194;-0.3724340001
пригож;0.7145846508;0.9399927832;-1.3010489397;-0.828900277;0.4753717827
пущу;0.1582258437;1.1142084535;-1.5242359531;-0.30913183;0.5609334858
русу;0.6339468968;0.8456951377;-1.3310305737;-0.816001758;0.6673902972
шуми;-0.6266970016;-0.1564108225;-0.457111833;1.7613291098;-0.5211094527
бедную;-0.7011538087;0.8492993899;-0.7738067902;1.3109716166;-0.6853104076
мала;1.4891596805;0.0584620997;-1.1107409209;-0.6926807659;0.2557999065
мелки;1.5929218979;-0.1370227481;-1.0075811075;-0.629196286;0.1808782437
стоя;-0.9402775191;1.2310604605;-0.7773141865;-0.4192276449;0.90575889
утехи;1.0135087891;0.591403949;-0.9096292273;0.5338077303;-1.2290912413
ягоды;0.5207057982;1.4145187204;-1.0617564718;-0.7677946233;-0.1056734235
бедна;0.301818821;-0.2840609391;-1.2424648593;1.4882936309;-0.2635866534
владеть;-0.6351559112;-0.0307040461;-0.3623592401;1.7256608052;-0.6974416079
волей;-0.4020463163;1.0207957703;-0.2355377675;0.9632601915;-1.3464718781
вороного;-0.8845691616;0.5573379019;-0.8130714515;-0.3230679734;1.4633706846
кормить;0.0293158988;1.5407126299;-1.0427094722;-0.710352618;0.1830335615
любимую;-0.4017413763;1.3728416637;-1.0414424035;-0.6231728287;0.6935149449
подумаю;-0.1491772249;1.4917577615;-1.3236270319;0.0014044074;-0.0203579122
выбирай;-0.4069499744;0.2720113614;-1.4087794067;0.2313918699;1.3123261498
звонко;-0.5990041776;1.3972915871;-1.1093160862;0.6081834326;-0.2971547558
печалью;-0.857610003;1.4775303569;0.3173117088;0.0517302173;-0.98896228
синего;-0.400293807;-0.2557903019;-0.9079444855;1.7112290944;-0.1472005001
счастлива;-0.8127307367;0.3088161641;-0.3210966746;1.5958645026;-0.7708532554
тайное;-0.8953091274;1.7198516213;-0.3615588678;-0.2677563503;-0.1952272757
бедное;-0.5458391389;-0.1385203215;-0.5652301573;1.761159521;-0.5115699034
бытье;1.2482973233;-0.2095589264;-1.4659357126;0.4943321277;-0.067134812
горюет;0.8126837085;0.65337978;-1.4832866036;0.6054166291;-0.588193514
девушках;1.4693993165;-0.1368370015;-1.1120866062;-0.6399075133;0.4194318045
чисту;-0.5309815365;1.4700703644;-1.2260233904;0.0639290633;0.2230054991
вздохи;0.2457345053;0.0079153603;-1.0091865147;1.5257397232;-0.7702030742
девичьей;-0.6646976066;1.7094106057;-0.7581681935;-0.2438196568;-0.0427251488
женишься;-0.2547861598;-0.2385859744;-1.3031951168;1.4302687237;0.3662985273
лужок;-0.5517321283;1.3277058809;-1.004451926;-0.555747459;0.7842256324
несчастью;-0.5527388323;1.5724469986;0.1209749707;-0.0427639595;-1.0979191774
прежняя;-0.4970959974;1.7048045725;-0.89095179;-0.1942560777;-0.1225007073
привиделся;1.0345804541;-0.3490650776;-1.4613488672;0.8187865292;-0.0429530385
свети;0.5298151647;-0.0714042527;-1.6928155367;0.8254035298;0.409001095
вспомнишь;-0.8049942607;1.4772516173;0.2841627381;0.0837480201;-1.0401681147
деревни;0.2645491153;1.6344965107;-0.8040588271;-0.6263168721;-0.4686699268
