"KIREEVSKY.n" "PESENNIKI.n" "RUSCORPORA.n" "RUSSKIE_PESNI.n" "SOBOLEVSKY.n"
"мое" 0.160541989757421 0.214938205265986 0.0351795639003715 0.133974496997536 0.145562910112038
"души" 0.00401354974393553 0.00488495921059059 0.0853302805583446 0.0765568554271633 0.00916931717241182
"взор" 0.00160541989757421 0.0195398368423624 0.0881869669502545 0.0287088207851862 0.000191027441091913
"много" 0.0642167959029684 0.0683894289482683 0.062847100622017 0.122012488337042 0.0670506318232614
"если" 0.0481625969272263 0 0.0752789765868099 0.098088471016053 0.0286541161637869
"про" 0.151712180320763 0.112354061843584 0.0339628271038173 0.0693796502308668 0.148619349169508
"или" 0.0393327874905682 0.0635044697376777 0.0697772102023909 0.0693796502308668 0.0464196681853348
"давно" 0.0192650387708905 0.024424796052953 0.0778182533796187 0.0693796502308668 0.0170014422571802
"весь" 0.0361219476954197 0.0390796736847247 0.0699359150019415 0.0311012225172851 0.0288451436048788
"добрый" 0.110773972932621 0.112354061843584 0.0211077383402229 0.0741644536950645 0.17975682206749
"жена" 0.178201608630737 0.0879292657906307 0.0162407911540061 0.0263164190530874 0.186060727623523
"бог" 0.0160541989757421 0 0.0714171597977466 0.0406708294456805 0.026361786870684
"ка" 0.131644431601085 0.0439646328953153 0.0091519767740816 0.0239240173209885 0.222546968872078
"молодца" 0.166963669347718 0.156318694738899 0.00264507999250913 0.12440489006914 0.224457243282998
"ночь" 0.0666249257493297 0.0586195105270871 0.0624767894230657 0.143544103925931 0.0343849393965443
"молодой" 0.121209202266853 0.0537345513164965 0.0287784703184994 0.0406708294456805 0.150529623580427
"будто" 0.0321083979514842 0.024424796052953 0.0650160662158745 0.0789492571592622 0.03495802171982
"горе" 0.0947197739568784 0.102584143422402 0.0369782182952777 0.148328907390129 0.106402284688195
"перед" 0.0264894283099745 0.0341947144741341 0.0680843590071851 0.0119620086604943 0.0234963752543053
"грудь" 0.0120406492318066 0.0293097552635435 0.0686662766055371 0.141151702193832 0.0137539757586177
"свою" 0.100338743598388 0.0488495921059059 0.0436438198764007 0.10526567621235 0.0804225526996953
"стал" 0.0650195058517555 0.0390796736847247 0.0471353254665128 0.0239240173209885 0.0790853606120519
"пусть" 0.0128433591805937 0.024424796052953 0.0690894894043386 0.081341658891361 0.00668596043821695
"идет" 0.0834818346738589 0.136778857896537 0.0337512207044165 0.0263164190530874 0.115762629301699
"сердца" 0.00722438953908395 0.0146548776317718 0.0696714070026906 0.0693796502308668 0.00477568602729782
"два" 0.101141453547175 0.0732743881588589 0.0380362502922813 0.0191392138567908 0.0978060498390594
"сон" 0.0224758785660389 0.0195398368423624 0.0657037870139269 0.0287088207851862 0.0164283599339045
"радость" 0.0545842765175232 0.190513409213033 0.0430090006781985 0.102873274480251 0.0771750862011328
"путь" 0.0184623288221034 0.0195398368423624 0.0644870502173727 0.0550252398382736 0.0173834971393641
"раз" 0.0264894283099745 0.024424796052953 0.0626354942226163 0.0382784277135817 0.0225412380488457
"море" 0.0577951163126716 0.141663817107127 0.0448076550731047 0.0311012225172851 0.0693429611163644
"стоит" 0.105957713239898 0.102584143422402 0.0338570239041169 0.0430632311777794 0.0974239949568756
"меж" 0.00401354974393553 0.00976991842118118 0.0672908350094324 0.016746812124692 0.004393631145114
"лет" 0.0208704586684647 0.0195398368423624 0.0604136270289086 0.0143544103925931 0.0248335673419487
"уже" 0.00401354974393553 0 0.0654921806145261 0.033493624249384 0.00802315252586034
"тем" 0.0248840084124003 0.0439646328953153 0.0590381854328039 0.0311012225172851 0.0236874026953972
"матушка" 0.215126266274944 0.170973572370671 0.00306829279131059 0.0693796502308668 0.171924696982722
"того" 0.0778628650323492 0.136778857896537 0.0378775454927308 0.0645948467666691 0.0796584429353277
"люблю" 0.0818764147762847 0.146548776317718 0.0448076550731047 0.0430632311777794 0.0544428207111952
"одна" 0.0794682849299234 0.0586195105270871 0.0441728358749025 0.0669872484987679 0.0580723420919415
"слезы" 0.0626113760053942 0.0488495921059059 0.0494100942600706 0.138759300461734 0.0366772686896473
"мою" 0.0674276356981168 0.0781593473694495 0.0394116918883861 0.136366898729635 0.0704891257629158
"царь" 0.0176596188733163 0.024424796052953 0.0607310366280097 0.00478480346419771 0.0179565794626398
"той" 0.110773972932621 0.122123980264765 0.0333809095054653 0.0598100433024714 0.0842431015215336
"душе" 0.00802709948787105 0.0195398368423624 0.0609955446272606 0.0693796502308668 0.0114616464655148
"жить" 0.0738493152884137 0.0195398368423624 0.0400465110865883 0.172252924711117 0.0573082323275739
"время" 0.0272921382587616 0.0390796736847247 0.0517906662533288 0.0909112658197564 0.0313285003390737
"зачем" 0.0224758785660389 0.0293097552635435 0.0536422222480852 0.0645948467666691 0.0273169240761435
"всем" 0.0513734367223747 0.0488495921059059 0.0504152246572241 0.0382784277135817 0.032856719867809
"сын" 0.0714411854420524 0.0830443065800401 0.0378246438928806 0.00239240173209885 0.0718263178505592
"коня" 0.101141453547175 0.0488495921059059 0.0205258207418709 0.0789492571592622 0.122066534857732
"него" 0.0224758785660389 0.0146548776317718 0.0502036182578234 0.0717720519629656 0.03495802171982
"всегда" 0.0104352293342324 0.0439646328953153 0.0576098422368489 0.0382784277135817 0.0116526739066067
"говорит" 0.0345165277978455 0.0390796736847247 0.0427444926789476 0.0239240173209885 0.0580723420919415
"куда" 0.0537815665687361 0.0341947144741341 0.0420567718808952 0.0645948467666691 0.0527235737413679
"дни" 0.00642167959029684 0.0195398368423624 0.0580330550356504 0.0622024450345702 0.00573082323275739
"скажи" 0.110773972932621 0.117239021054174 0.029254584717151 0.0478480346419771 0.0815687173462468
"мать" 0.084284544622646 0.0586195105270871 0.0299952071150536 0.0909112658197564 0.0836700191982578
"сама" 0.117195652522917 0.136778857896537 0.0185155599475639 0.0263164190530874 0.119010095800262
"людей" 0.0160541989757421 0.0195398368423624 0.0540654350468867 0.0430632311777794 0.0177655520215479
"дух" 0.00240812984636132 0.0195398368423624 0.0598317094305566 0.0143544103925931 0.00114616464655148
"люди" 0.0818764147762847 0.0683894289482683 0.0277733399213459 0.160290916050623 0.083287964316074
"твоей" 0.0176596188733163 0.024424796052953 0.0543828446459878 0.0526328381061748 0.0114616464655148
"всю" 0.0569924063638845 0.102584143422402 0.0354969734994726 0.0693796502308668 0.065713439735618
"батюшка" 0.144487790781679 0.151433735528308 0.00312119439116078 0.0430632311777794 0.159507913311747
"очи" 0.0288975581563358 0.0488495921059059 0.045759883870408 0.12440489006914 0.0294182259281546
"сказал" 0.0216731686172518 0.00976991842118118 0.052425485451531 0.0311012225172851 0.0160463050517207
"твоя" 0.0321083979514842 0.0390796736847247 0.0377717422930304 0.0574176415703725 0.0611287811494121
"друга" 0.03050297805391 0.0830443065800401 0.0346505479018696 0.188999736835809 0.0603646713850445
"другой" 0.0537815665687361 0.0586195105270871 0.0400994126864385 0.0502404363740759 0.0471837779497025
"тобою" 0.0176596188733163 0.0293097552635435 0.0484578654627673 0.0550252398382736 0.024069457577581
"долго" 0.0297002681051229 0.0732743881588589 0.0444373438741534 0.098088471016053 0.0303733631336141
"руки" 0.0602032461590329 0.0586195105270871 0.0369253166954275 0.0358860259814828 0.0555889853577466
"душой" 0.00882980943665816 0.00488495921059059 0.0533777142488343 0.0574176415703725 0.00859623484913608
"дней" 0.000802709948787105 0 0.0557582862420925 0.0574176415703725 0.00171924696982722
"век" 0.03050297805391 0.0488495921059059 0.0454424742713069 0.0717720519629656 0.028463088722695
"опять" 0.00481625969272263 0.00488495921059059 0.0530603046497332 0.0550252398382736 0.0101244543778714
"знаю" 0.0561896964150974 0.0488495921059059 0.0418980670813447 0.0358860259814828 0.0364862412485554
"любить" 0.104352293342324 0.0683894289482683 0.0268211111240426 0.110050479676547 0.0718263178505592
"моих" 0.0120406492318066 0.024424796052953 0.0518964694530292 0.0478480346419771 0.00878726229022799
"груди" 0.00802709948787105 0.0293097552635435 0.0482991606632168 0.110050479676547 0.0150911678462611
"конь" 0.0642167959029684 0.0586195105270871 0.0283023559198477 0.0263164190530874 0.0787033057298681
"ночи" 0.0337138178490584 0.0293097552635435 0.045177966272056 0.0502404363740759 0.0234963752543053
"милой" 0.100338743598388 0.122123980264765 0.0252340631285371 0.0693796502308668 0.0729724824971107
"собой" 0.0385300775417811 0.0537345513164965 0.0394645934882363 0.0526328381061748 0.0397337077471179
"красна" 0.143685080832892 0.170973572370671 0.00312119439116078 0.131582095265437 0.13486537341089
"буду" 0.069033055595691 0.0830443065800401 0.0297306991158027 0.0861264623555587 0.0630390555603312
"глаза" 0.0489653068760134 0.0586195105270871 0.0362904974972253 0.0430632311777794 0.0466106956264267
"вновь" 0 0 0.0532190094492838 0.0287088207851862 0.000382054882183826
"небес" 0 0 0.053007403049883 0.016746812124692 0.000191027441091913
"своих" 0.0104352293342324 0 0.0482462590633666 0.0215316155888897 0.0145180855229854
"пойду" 0.143685080832892 0.117239021054174 0.00603078238292082 0.0502404363740759 0.128179412972674
"ой" 0.12763088185715 0.0928142250012212 0.00190445759460658 0.00956960692839542 0.150147568698243
"земли" 0.0144487790781679 0 0.0481933574635164 0.016746812124692 0.0124167836709743
"те" 0.03050297805391 0.0732743881588589 0.03475635110157 0.0478480346419771 0.0498581621249893
"том" 0.0337138178490584 0.0586195105270871 0.0423741814799963 0.0191392138567908 0.0242604850186729
"мною" 0.0272921382587616 0.0293097552635435 0.042003870281045 0.0645948467666691 0.02196815572557
"этот" 0.00963251938544526 0 0.0466592110678611 0.0119620086604943 0.0122257562298824
"солнце" 0.0208704586684647 0.0146548776317718 0.0426915910790974 0.126797291801239 0.0139450031997096
"душу" 0.0256867183611874 0.0341947144741341 0.0411574446834421 0.0717720519629656 0.0215861008433862
"мог" 0.00240812984636132 0.00976991842118118 0.0493042910603703 0.0119620086604943 0.00343849393965443
"милого" 0.076257445134775 0.16608861316008 0.00724751917947503 0.181822531639513 0.117481876271526
"свои" 0.0200677487196776 0.0683894289482683 0.0374543326939293 0.0119620086604943 0.0362952138074634
"чего" 0.0345165277978455 0.0390796736847247 0.037348529494229 0.081341658891361 0.0286541161637869
"своим" 0.0280948482075487 0.0390796736847247 0.0360259894979744 0.0311012225172851 0.0374413784540149
"средь" 0.00481625969272263 0.00488495921059059 0.047505636665464 0.0263164190530874 0.00286541161637869
"кровь" 0.0192650387708905 0.0293097552635435 0.0413161494829927 0.0382784277135817 0.0185296617859155
"ну" 0.0329111079002713 0.0341947144741341 0.0401523142862886 0.033493624249384 0.019675826432467
"твоих" 0.0144487790781679 0.024424796052953 0.045177966272056 0.0263164190530874 0.00630390555603312
"князь" 0.0401354974393553 0 0.0224831799363276 0.00478480346419771 0.0844341289626255
"лежит" 0.084284544622646 0.0586195105270871 0.0230121959348295 0.0430632311777794 0.0666685769410776
"голос" 0.0112379392830195 0.024424796052953 0.042585787879397 0.0263164190530874 0.013180893435342
"тихо" 0.00160541989757421 0 0.046923719067112 0.0239240173209885 0.000955137205459564
"чтобы" 0.037727367592994 0.0341947144741341 0.0309474359123569 0.0382784277135817 0.0473748053907944
"сидит" 0.0858899645202203 0.0830443065800401 0.0192032807456163 0.0382784277135817 0.0762199489956732
"муж" 0.0658222158005426 0.0683894289482683 0.016505299153257 0.0215316155888897 0.0924572814884858
"друзья" 0.00561896964150974 0.00976991842118118 0.0440670326752022 0.0191392138567908 0.00936034461350373
"домой" 0.0899035142641558 0.0586195105270871 0.0142834319595493 0.0215316155888897 0.0939855010172211
"часто" 0.0184623288221034 0.0293097552635435 0.0403639206856894 0.033493624249384 0.0170014422571802
"отец" 0.0345165277978455 0.0146548776317718 0.03475635110157 0.0382784277135817 0.0334298021910847
"между" 0.015251489026955 0.00488495921059059 0.0425328862795469 0.00717720519629656 0.0124167836709743
"какой" 0.00240812984636132 0.024424796052953 0.0447547534732545 0.00956960692839542 0.00611287811494121
"снова" 0.000802709948787105 0 0.0463947030686102 0.0239240173209885 0.000382054882183826
"скоро" 0.0224758785660389 0.0341947144741341 0.0354969734994726 0.0837340606234599 0.0278900063994193
"твои" 0.015251489026955 0.0341947144741341 0.0407871334844908 0.0430632311777794 0.0135629483175258
"саду" 0.136460691293808 0.127008939475355 0.00798814157737758 0.0287088207851862 0.100289406573254
"глас" 0 0 0.0466063094680109 0 0.000191027441091913
"сердцу" 0.0264894283099745 0.0635044697376777 0.0336454175047162 0.14593650565803 0.0255976771063163
"слова" 0.0200677487196776 0.0146548776317718 0.0384065614912326 0.0239240173209885 0.0215861008433862
"дружка" 0.166963669347718 0.0928142250012212 0.00079352399775274 0.0622024450345702 0.116144684183883
"вся" 0.0224758785660389 0.0439646328953153 0.0372427262945286 0.033493624249384 0.0221591831666619
"девушка" 0.199072067299202 0.0390796736847247 0.00158704799550548 0.0311012225172851 0.108694613981298
"знать" 0.0513734367223747 0.0781593473694495 0.0290429783177503 0.098088471016053 0.0368682961307392
"об" 0.0361219476954197 0.0293097552635435 0.0345447447021693 0.0717720519629656 0.024069457577581
"ум" 0.00481625969272263 0.00976991842118118 0.0426386894792472 0.00717720519629656 0.00821417996695225
"оно" 0.00802709948787105 0.00488495921059059 0.0413161494829927 0.0430632311777794 0.00936034461350373
"будь" 0.00481625969272263 0.00976991842118118 0.0401523142862886 0.033493624249384 0.0143270580818935
"смерть" 0.00642167959029684 0.00976991842118118 0.0416335590820938 0.0358860259814828 0.00821417996695225
"среди" 0.00722438953908395 0.0293097552635435 0.039676199887637 0.033493624249384 0.0135629483175258
"славы" 0.0104352293342324 0.00976991842118118 0.0418451654814945 0.00717720519629656 0.00764109764367651
"i" 0 0 0.0447547534732545 0 0.000382054882183826
"были" 0.0240812984636132 0.0390796736847247 0.0327460903072631 0.0143544103925931 0.0336208296321767
"потом" 0 0.00488495921059059 0.0429031974784981 0.0119620086604943 0.00401157626293017
"небо" 0.00240812984636132 0 0.0431148038778989 0.0311012225172851 0.00114616464655148
"кого" 0.0369246576442068 0.0341947144741341 0.0266095047246419 0.033493624249384 0.0506222718893569
"родной" 0.0473598869784392 0.0781593473694495 0.0216896559385749 0.0669872484987679 0.0615108360315959
"дочь" 0.0698357655444782 0.0390796736847247 0.0198380999438185 0.016746812124692 0.0681967964698129
"вижу" 0.0112379392830195 0.0488495921059059 0.0371369230948282 0.0311012225172851 0.0171924696982722
"руку" 0.0176596188733163 0.0537345513164965 0.0323228775084616 0.0263164190530874 0.032856719867809
"землю" 0.0425436272857166 0.0293097552635435 0.0293074863170012 0.0382784277135817 0.037250351012923
"земле" 0.0104352293342324 0.0341947144741341 0.0350737607006711 0.0741644536950645 0.0198668538735589
"мечты" 0 0 0.0430090006781985 0.00478480346419771 0
"любил" 0.0626113760053942 0.024424796052953 0.0281436511202972 0.0478480346419771 0.0338118570732686
"рукой" 0.00642167959029684 0.00976991842118118 0.0395174950880865 0.016746812124692 0.00916931717241182
"через" 0.0505707267735876 0.0439646328953153 0.0181981503484628 0.0311012225172851 0.0710622080861916
"гулять" 0.102746873444749 0.0879292657906307 0.00402052158861388 0.0191392138567908 0.107930504216931
"лучше" 0.037727367592994 0.0488495921059059 0.0251811615286869 0.0382784277135817 0.0441273388922319
"пора" 0.0256867183611874 0.0195398368423624 0.0295719943162521 0.0382784277135817 0.0315195277801656
"прости" 0.0321083979514842 0.0781593473694495 0.0287784703184994 0.0406708294456805 0.0296092533692465
"лес" 0.0353192377466326 0.024424796052953 0.0301010103147539 0.0239240173209885 0.0265528143117759
"прах" 0.000802709948787105 0.00488495921059059 0.0402052158861388 0.00717720519629656 0.000382054882183826
"замуж" 0.115590232625343 0.131893898685946 0.00169285119520585 0.016746812124692 0.106211257247104
"сквозь" 0.00401354974393553 0.00488495921059059 0.0378246438928806 0.0215316155888897 0.00687698787930886
"свете" 0.0280948482075487 0.0341947144741341 0.0307887311128063 0.0717720519629656 0.0208219910790185
